Date,Product Name,Category,Units Sold,Price,Revenue,Discount,Units Returned,Location,Platform,Price (IDR)
2025-01-05,Biotin,Vitamin,152,35.91,5441.01,0.19,3,UK,Amazon,592530
2025-01-05,Fish Oil,Omega,145,30.64,4493.42,0.19,0,Canada,Amazon,505533
2025-01-05,Iron Supplement,Mineral,158,31.15,4941.46,0.08,3,USA,Amazon,513928
2025-01-05,Magnesium,Mineral,161,21.0,3433.67,0.07,1,Canada,Amazon,346476
2025-01-05,Vitamin C,Vitamin,159,25.45,4047.96,0.14,1,USA,Amazon,419870
2025-01-05,Whey Protein,Protein,150,13.79,2118.94,0.15,3,Canada,Amazon,227535
2025-01-05,Zinc,Mineral,145,35.44,5139.42,0.1,1,Canada,Amazon,584713
2025-01-06,Ashwagandha,Herbal,140,36.06,5133.38,0.16,2,USA,Amazon,594990
2025-01-06,BCAA,Amino Acid,143,38.8,5513.98,0.18,1,UK,Amazon,640167
2025-01-06,Biotin,Vitamin,152,35.69,5409.46,0.2,3,UK,Amazon,588926
2025-01-06,Fish Oil,Omega,144,30.42,4445.51,0.18,0,Canada,Amazon,501977
2025-01-06,Iron Supplement,Mineral,158,31.9,5071.82,0.07,3,USA,Amazon,526350
2025-01-06,Magnesium,Mineral,160,20.36,3323.76,0.07,1,Canada,Amazon,335885
2025-01-06,Vitamin C,Vitamin,159,25.45,4040.52,0.14,1,USA,Amazon,419943
2025-01-06,Whey Protein,Protein,148,10.85,1605.8,0.15,3,Canada,Amazon,179025
2025-01-06,Zinc,Mineral,146,35.61,5199.06,0.11,1,USA,Amazon,587565
2025-01-07,Ashwagandha,Herbal,139,35.39,5032.99,0.16,2,USA,Amazon,583953
2025-01-07,BCAA,Amino Acid,144,37.81,5378.18,0.18,1,UK,Amazon,623912
2025-01-07,Biotin,Vitamin,152,35.47,5377.9,0.2,3,UK,Amazon,585323
2025-01-07,Fish Oil,Omega,143,30.21,4397.59,0.18,0,Canada,Amazon,498421
2025-01-07,Iron Supplement,Mineral,158,32.65,5202.18,0.07,3,USA,Amazon,538772
2025-01-07,Magnesium,Mineral,160,19.71,3213.86,0.07,1,Canada,Amazon,325294
2025-01-07,Vitamin C,Vitamin,158,25.46,4033.07,0.14,1,USA,Amazon,420017
2025-01-07,Whey Protein,Protein,148,12.92,1931.63,0.15,3,Canada,Amazon,213133
2025-01-07,Zinc,Mineral,147,35.18,5144.42,0.11,1,Canada,Amazon,580510
2025-01-08,Ashwagandha,Herbal,139,34.72,4932.59,0.16,2,USA,Amazon,572915
2025-01-08,BCAA,Amino Acid,144,36.83,5242.38,0.18,1,UK,Amazon,607657
2025-01-08,Biotin,Vitamin,152,35.26,5346.34,0.2,3,UK,Amazon,581719
2025-01-08,Fish Oil,Omega,143,29.99,4349.68,0.17,0,Canada,Amazon,494865
2025-01-08,Iron Supplement,Mineral,159,33.41,5332.55,0.06,3,USA,Amazon,551194
2025-01-08,Magnesium,Mineral,160,19.07,3103.95,0.06,1,Canada,Amazon,314702
2025-01-08,Vitamin C,Vitamin,158,25.46,4025.63,0.14,1,USA,Amazon,420090
2025-01-08,Whey Protein,Protein,149,14.98,2257.46,0.16,3,Canada,Amazon,247241
2025-01-08,Zinc,Mineral,147,34.75,5089.77,0.11,1,Canada,Amazon,573456
2025-01-09,Ashwagandha,Herbal,139,34.05,4832.19,0.16,2,USA,Amazon,561878
2025-01-09,BCAA,Amino Acid,144,35.84,5106.58,0.18,1,UK,Amazon,591402
2025-01-09,Biotin,Vitamin,152,35.04,5314.79,0.2,3,UK,Amazon,578116
2025-01-09,Fish Oil,Omega,142,29.78,4301.76,0.17,0,Canada,Amazon,491309
2025-01-09,Iron Supplement,Mineral,159,34.16,5462.91,0.05,3,USA,Amazon,563616
2025-01-09,Magnesium,Mineral,160,18.43,2994.05,0.06,1,Canada,Amazon,304111
2025-01-09,Vitamin C,Vitamin,158,25.46,4018.19,0.14,1,USA,Amazon,420163
2025-01-09,Whey Protein,Protein,150,17.05,2583.3,0.16,3,Canada,Amazon,281349
2025-01-09,Zinc,Mineral,148,34.33,5035.13,0.11,1,Canada,Amazon,566401
2025-01-10,Ashwagandha,Herbal,139,33.38,4731.79,0.17,2,USA,Amazon,550841
2025-01-10,BCAA,Amino Acid,144,34.86,4970.78,0.17,1,UK,Amazon,575148
2025-01-10,Biotin,Vitamin,152,34.82,5283.23,0.2,3,UK,Amazon,574512
2025-01-10,Fish Oil,Omega,141,29.56,4253.85,0.16,0,Canada,Amazon,487753
2025-01-10,Iron Supplement,Mineral,160,34.91,5593.28,0.04,3,USA,Amazon,576039
2025-01-10,Magnesium,Mineral,159,17.79,2884.14,0.06,1,Canada,Amazon,293519
2025-01-10,Vitamin C,Vitamin,158,25.47,4010.75,0.13,1,USA,Amazon,420237
2025-01-10,Whey Protein,Protein,150,19.12,2909.13,0.17,3,Canada,Amazon,315456
2025-01-10,Zinc,Mineral,148,33.9,4980.49,0.11,1,Canada,Amazon,559347
2025-01-11,Ashwagandha,Herbal,139,32.72,4631.39,0.17,2,USA,Amazon,539803
2025-01-11,BCAA,Amino Acid,144,33.87,4834.98,0.17,1,UK,Amazon,558893
2025-01-11,Biotin,Vitamin,152,34.6,5251.67,0.2,3,UK,Amazon,570909
2025-01-11,Fish Oil,Omega,141,29.35,4205.93,0.16,0,Canada,Amazon,484198
2025-01-11,Iron Supplement,Mineral,160,35.66,5723.64,0.04,3,USA,Amazon,588461
2025-01-11,Magnesium,Mineral,159,17.15,2774.24,0.06,1,Canada,Amazon,282928
2025-01-11,Vitamin C,Vitamin,157,25.47,4003.3,0.13,1,USA,Amazon,420310
2025-01-11,Whey Protein,Protein,150,21.19,3234.96,0.17,3,Canada,Amazon,349564
2025-01-11,Zinc,Mineral,149,33.47,4925.84,0.11,1,Canada,Amazon,552292
2025-01-12,Ashwagandha,Herbal,138,32.05,4530.99,0.17,2,USA,Amazon,528766
2025-01-12,BCAA,Amino Acid,144,32.89,4699.18,0.17,1,UK,Amazon,542638
2025-01-12,Biotin,Vitamin,152,34.38,5220.12,0.2,3,UK,Amazon,567305
2025-01-12,Fish Oil,Omega,140,29.13,4158.02,0.15,0,Canada,Amazon,480642
2025-01-12,Iron Supplement,Mineral,161,36.42,5854.01,0.03,3,USA,Amazon,600883
2025-01-12,Magnesium,Mineral,159,16.51,2664.33,0.06,1,Canada,Amazon,272336
2025-01-12,Vitamin C,Vitamin,157,25.48,3995.86,0.13,1,USA,Amazon,420383
2025-01-12,Whey Protein,Protein,151,23.25,3560.79,0.18,3,Canada,Amazon,383672
2025-01-12,Zinc,Mineral,149,33.04,4871.2,0.11,1,Canada,Amazon,545237
2025-01-13,Ashwagandha,Herbal,138,31.38,4430.59,0.17,2,USA,Amazon,517729
2025-01-13,BCAA,Amino Acid,145,31.9,4563.38,0.17,1,UK,Amazon,526383
2025-01-13,Biotin,Vitamin,152,34.16,5188.56,0.2,2,UK,Amazon,563702
2025-01-13,Fish Oil,Omega,139,28.91,4110.1,0.15,0,Canada,Amazon,477086
2025-01-13,Iron Supplement,Mineral,161,37.17,5984.37,0.02,3,USA,Amazon,613305
2025-01-13,Magnesium,Mineral,159,15.86,2554.43,0.06,1,Canada,Amazon,261745
2025-01-13,Vitamin C,Vitamin,157,25.48,3988.42,0.13,1,USA,Amazon,420457
2025-01-13,Whey Protein,Protein,152,25.32,3886.62,0.18,3,Canada,Amazon,417780
2025-01-13,Zinc,Mineral,150,32.62,4816.55,0.11,1,Canada,Amazon,538183
2025-01-14,Ashwagandha,Herbal,138,30.71,4330.2,0.18,2,USA,Amazon,506691
2025-01-14,BCAA,Amino Acid,145,30.92,4427.58,0.17,1,UK,Amazon,510128
2025-01-14,Biotin,Vitamin,152,33.95,5157.0,0.2,2,UK,Amazon,560098
2025-01-14,Fish Oil,Omega,139,28.7,4062.19,0.14,0,Canada,Amazon,473530
2025-01-14,Iron Supplement,Mineral,160,37.19,5967.95,0.03,3,USA,Amazon,613616
2025-01-14,Magnesium,Mineral,158,15.22,2444.52,0.06,1,Canada,Amazon,251154
2025-01-14,Vitamin C,Vitamin,156,25.49,3980.97,0.13,1,USA,Amazon,420530
2025-01-14,Whey Protein,Protein,152,27.39,4212.46,0.18,3,Canada,Amazon,451888
2025-01-14,Zinc,Mineral,150,32.19,4761.91,0.11,1,Canada,Amazon,531128
2025-01-15,Ashwagandha,Herbal,138,30.04,4229.8,0.18,2,USA,Amazon,495654
2025-01-15,BCAA,Amino Acid,145,29.93,4291.78,0.17,1,UK,Amazon,493873
2025-01-15,Biotin,Vitamin,152,33.73,5125.45,0.2,2,UK,Amazon,556495
2025-01-15,Fish Oil,Omega,138,28.48,4014.27,0.14,0,Canada,Amazon,469974
2025-01-15,Iron Supplement,Mineral,160,37.21,5951.53,0.03,3,USA,Amazon,613927
2025-01-15,Magnesium,Mineral,158,14.58,2334.62,0.06,1,Canada,Amazon,240562
2025-01-15,Vitamin C,Vitamin,156,25.49,3973.53,0.13,2,USA,Amazon,420603
2025-01-15,Whey Protein,Protein,152,29.45,4538.29,0.19,3,Canada,Amazon,485996
2025-01-15,Zinc,Mineral,151,31.76,4707.27,0.1,1,Canada,Amazon,524074
2025-01-16,Ashwagandha,Herbal,138,29.37,4129.4,0.18,2,USA,Amazon,484617
2025-01-16,BCAA,Amino Acid,145,28.95,4155.98,0.17,1,UK,Amazon,477618
2025-01-16,Biotin,Vitamin,152,33.51,5093.89,0.2,2,UK,Amazon,552891
2025-01-16,Fish Oil,Omega,137,28.27,3966.36,0.13,0,Canada,Amazon,466418
2025-01-16,Iron Supplement,Mineral,159,37.23,5935.11,0.04,3,USA,Amazon,614238
2025-01-16,Magnesium,Mineral,158,13.94,2224.71,0.05,1,Canada,Amazon,229971
2025-01-16,Vitamin C,Vitamin,156,25.5,3966.09,0.13,2,USA,Amazon,420677
2025-01-16,Whey Protein,Protein,153,31.52,4864.12,0.19,3,Canada,Amazon,520104
2025-01-16,Zinc,Mineral,151,31.33,4652.62,0.1,1,Canada,Amazon,517019
2025-01-17,Ashwagandha,Herbal,137,28.7,4029.0,0.18,2,USA,Amazon,473579
2025-01-17,BCAA,Amino Acid,145,27.96,4020.18,0.16,1,UK,Amazon,461364
2025-01-17,Biotin,Vitamin,152,33.29,5062.33,0.2,2,UK,Amazon,549288
2025-01-17,Fish Oil,Omega,137,28.05,3918.44,0.13,0,Canada,Amazon,462862
2025-01-17,Iron Supplement,Mineral,159,37.25,5918.69,0.04,3,USA,Amazon,614550
2025-01-17,Magnesium,Mineral,158,13.3,2114.81,0.05,1,Canada,Amazon,219379
2025-01-17,Vitamin C,Vitamin,155,25.5,3958.64,0.13,2,USA,Amazon,420750
2025-01-17,Whey Protein,Protein,154,33.59,5189.95,0.2,3,Canada,Amazon,554211
2025-01-17,Zinc,Mineral,152,30.91,4597.98,0.1,1,Canada,Amazon,509964
2025-01-18,Ashwagandha,Herbal,137,28.03,3928.6,0.19,2,USA,Amazon,462542
2025-01-18,BCAA,Amino Acid,145,26.98,3884.38,0.16,1,UK,Amazon,445109
2025-01-18,Biotin,Vitamin,152,33.07,5030.78,0.2,2,UK,Amazon,545684
2025-01-18,Fish Oil,Omega,136,27.84,3870.53,0.12,0,Canada,Amazon,459306
2025-01-18,Iron Supplement,Mineral,158,37.26,5902.27,0.05,3,USA,Amazon,614861
2025-01-18,Magnesium,Mineral,157,12.65,2004.9,0.05,1,Canada,Amazon,208788
2025-01-18,Vitamin C,Vitamin,155,25.5,3951.2,0.13,2,USA,Amazon,420823
2025-01-18,Whey Protein,Protein,154,35.66,5515.79,0.2,3,Canada,Amazon,588319
2025-01-18,Zinc,Mineral,152,30.48,4543.34,0.1,1,Canada,Amazon,502910
2025-01-19,Ashwagandha,Herbal,137,27.36,3828.2,0.19,2,USA,Amazon,451505
2025-01-19,BCAA,Amino Acid,146,25.99,3748.57,0.16,1,UK,Amazon,428854
2025-01-19,Biotin,Vitamin,152,32.85,4999.22,0.2,2,UK,Amazon,542081
2025-01-19,Fish Oil,Omega,135,27.62,3822.61,0.12,0,Canada,Amazon,455750
2025-01-19,Iron Supplement,Mineral,158,37.28,5885.85,0.05,3,USA,Amazon,615172
2025-01-19,Magnesium,Mineral,157,12.01,1895.0,0.05,1,Canada,Amazon,198196
2025-01-19,Vitamin C,Vitamin,155,25.51,3943.76,0.13,2,USA,Amazon,420897
2025-01-19,Whey Protein,Protein,154,37.72,5841.62,0.21,3,Canada,Amazon,622427
2025-01-19,Zinc,Mineral,153,30.05,4488.69,0.1,1,Canada,Amazon,495855
2025-01-20,Ashwagandha,Herbal,137,26.7,3727.8,0.19,2,USA,Amazon,440467
2025-01-20,BCAA,Amino Acid,146,25.01,3612.77,0.16,1,UK,Amazon,412599
2025-01-20,Biotin,Vitamin,152,32.64,4967.66,0.2,2,UK,Amazon,538478
2025-01-20,Fish Oil,Omega,135,27.41,3774.7,0.11,0,Canada,Amazon,452194
2025-01-20,Iron Supplement,Mineral,157,37.3,5869.43,0.06,3,USA,Amazon,615483
2025-01-20,Magnesium,Mineral,157,11.37,1785.09,0.05,1,Canada,Amazon,187605
2025-01-20,Vitamin C,Vitamin,154,25.51,3936.31,0.13,2,USA,Amazon,420970
2025-01-20,Whey Protein,Protein,155,39.79,6167.45,0.21,3,UK,Amazon,656535
2025-01-20,Zinc,Mineral,153,29.62,4434.05,0.1,1,Canada,Amazon,488801
2025-01-21,Ashwagandha,Herbal,137,26.03,3627.4,0.2,2,USA,Amazon,429430
2025-01-21,BCAA,Amino Acid,146,24.02,3476.97,0.16,1,UK,Amazon,396344
2025-01-21,Biotin,Vitamin,153,32.42,4936.11,0.2,2,UK,Amazon,534874
2025-01-21,Fish Oil,Omega,134,27.19,3726.78,0.11,0,Canada,Amazon,448638
2025-01-21,Iron Supplement,Mineral,157,37.32,5853.01,0.06,3,USA,Amazon,615794
2025-01-21,Magnesium,Mineral,156,13.25,2055.29,0.06,1,Canada,Amazon,218578
2025-01-21,Vitamin C,Vitamin,154,25.52,3928.87,0.13,2,USA,Amazon,421043
2025-01-21,Whey Protein,Protein,157,42.59,6728.71,0.2,3,Canada,Amazon,702735
2025-01-21,Zinc,Mineral,154,29.2,4379.4,0.1,1,Canada,Amazon,481746
2025-01-22,Ashwagandha,Herbal,136,25.36,3527.0,0.2,2,USA,Amazon,418393
2025-01-22,BCAA,Amino Acid,146,23.04,3341.17,0.16,1,UK,Amazon,380089
2025-01-22,Biotin,Vitamin,153,32.2,4904.55,0.2,2,UK,Amazon,531271
2025-01-22,Fish Oil,Omega,133,26.97,3678.87,0.1,0,Canada,Amazon,445082
2025-01-22,Iron Supplement,Mineral,156,37.34,5836.6,0.07,2,USA,Amazon,616105
2025-01-22,Magnesium,Mineral,155,15.12,2325.49,0.06,1,Canada,Amazon,249551
2025-01-22,Vitamin C,Vitamin,154,25.52,3921.43,0.13,2,USA,Amazon,421117
2025-01-22,Whey Protein,Protein,159,45.39,7289.98,0.19,2,Canada,Amazon,748935
2025-01-22,Zinc,Mineral,154,28.77,4324.76,0.1,1,Canada,Amazon,474692
2025-01-23,Ashwagandha,Herbal,136,24.69,3426.61,0.2,2,USA,Amazon,407356
2025-01-23,BCAA,Amino Acid,146,22.05,3205.37,0.16,1,UK,Amazon,363834
2025-01-23,Biotin,Vitamin,153,31.98,4873.0,0.2,2,UK,Amazon,527667
2025-01-23,Fish Oil,Omega,133,26.76,3630.95,0.1,0,Canada,Amazon,441527
2025-01-23,Iron Supplement,Mineral,156,37.36,5820.18,0.07,2,USA,Amazon,616416
2025-01-23,Magnesium,Mineral,154,17.0,2595.69,0.07,1,Canada,Amazon,280524
2025-01-23,Vitamin C,Vitamin,153,25.53,3913.98,0.13,2,USA,Amazon,421190
2025-01-23,Whey Protein,Protein,161,48.19,7851.24,0.18,2,Canada,Amazon,795135
2025-01-23,Zinc,Mineral,155,28.34,4270.12,0.1,1,Canada,Amazon,467637
2025-01-24,Ashwagandha,Herbal,136,24.02,3326.21,0.2,2,USA,Amazon,396318
2025-01-24,BCAA,Amino Acid,146,21.07,3069.57,0.15,1,UK,Amazon,347580
2025-01-24,Biotin,Vitamin,153,31.76,4841.44,0.2,2,UK,Amazon,524064
2025-01-24,Fish Oil,Omega,132,26.54,3583.04,0.09,0,Canada,Amazon,437971
2025-01-24,Iron Supplement,Mineral,155,37.38,5803.76,0.08,2,USA,Amazon,616728
2025-01-24,Magnesium,Mineral,153,18.88,2865.9,0.08,1,Canada,Amazon,311496
2025-01-24,Vitamin C,Vitamin,153,25.53,3906.54,0.13,2,USA,Amazon,421263
2025-01-24,Whey Protein,Protein,164,50.99,8412.51,0.18,1,Canada,Amazon,841335
2025-01-24,Zinc,Mineral,156,27.91,4215.47,0.1,1,Canada,Amazon,460582
2025-01-25,Ashwagandha,Herbal,136,23.35,3225.81,0.21,2,USA,Amazon,385281
2025-01-25,BCAA,Amino Acid,147,20.08,2933.77,0.15,1,UK,Amazon,331325
2025-01-25,Biotin,Vitamin,153,31.54,4809.88,0.2,2,UK,Amazon,520460
2025-01-25,Fish Oil,Omega,131,26.33,3535.12,0.09,0,Canada,Amazon,434415
2025-01-25,Iron Supplement,Mineral,155,37.4,5787.34,0.09,2,USA,Amazon,617039
2025-01-25,Magnesium,Mineral,152,20.76,3136.1,0.09,1,Canada,Amazon,342469
2025-01-25,Vitamin C,Vitamin,153,25.54,3899.1,0.13,2,USA,Amazon,421337
2025-01-25,Whey Protein,Protein,166,53.79,8973.77,0.17,1,Canada,Amazon,887535
2025-01-25,Zinc,Mineral,156,27.49,4160.83,0.1,1,Canada,Amazon,453528
2025-01-26,Ashwagandha,Herbal,136,22.68,3125.41,0.21,2,USA,Amazon,374244
2025-01-26,BCAA,Amino Acid,147,19.1,2797.97,0.15,1,UK,Amazon,315070
2025-01-26,Biotin,Vitamin,153,31.32,4778.33,0.2,2,UK,Amazon,516857
2025-01-26,Fish Oil,Omega,131,26.11,3487.21,0.08,0,Canada,Amazon,430859
2025-01-26,Iron Supplement,Mineral,154,37.42,5770.92,0.09,2,USA,Amazon,617350
2025-01-26,Magnesium,Mineral,151,22.63,3406.3,0.09,1,Canada,Amazon,373442
2025-01-26,Vitamin C,Vitamin,152,25.54,3891.65,0.13,2,USA,Amazon,421410
2025-01-26,Whey Protein,Protein,168,56.59,9535.04,0.16,0,Canada,Amazon,933735
2025-01-26,Zinc,Mineral,157,27.06,4106.19,0.1,1,Canada,Amazon,446473
2025-01-27,Ashwagandha,Herbal,135,22.01,3025.01,0.21,2,USA,Amazon,363206
2025-01-27,BCAA,Amino Acid,147,18.11,2662.17,0.15,1,USA,Amazon,298815
2025-01-27,Biotin,Vitamin,153,31.11,4746.77,0.2,2,UK,Amazon,513253
2025-01-27,Fish Oil,Omega,130,25.9,3439.29,0.08,0,Canada,Amazon,427303
2025-01-27,Iron Supplement,Mineral,154,37.43,5754.5,0.1,2,USA,Amazon,617661
2025-01-27,Magnesium,Mineral,150,24.51,3676.5,0.1,1,UK,Amazon,404415
2025-01-27,Vitamin C,Vitamin,152,25.54,3884.21,0.13,2,USA,Amazon,421483
2025-01-27,Whey Protein,Protein,170,59.39,10096.3,0.15,0,Canada,Amazon,979935
2025-01-27,Zinc,Mineral,157,26.63,4051.54,0.1,1,Canada,Amazon,439419
2025-01-28,Ashwagandha,Herbal,135,21.34,2924.61,0.21,2,USA,Amazon,352169
2025-01-28,BCAA,Amino Acid,148,19.45,2889.24,0.15,1,UK,Amazon,320954
2025-01-28,Biotin,Vitamin,153,30.89,4715.21,0.2,1,UK,Amazon,509650
2025-01-28,Fish Oil,Omega,129,25.68,3391.38,0.07,0,Canada,Amazon,423747
2025-01-28,Iron Supplement,Mineral,153,37.45,5738.08,0.1,2,USA,Amazon,617972
2025-01-28,Magnesium,Mineral,150,26.38,3949.86,0.1,1,Canada,Amazon,435282
2025-01-28,Vitamin C,Vitamin,152,25.55,3876.77,0.13,2,USA,Amazon,421557
2025-01-28,Whey Protein,Protein,169,58.55,9936.01,0.15,0,Canada,Amazon,966044
2025-01-28,Zinc,Mineral,158,26.2,3996.9,0.1,1,Canada,Amazon,432364
2025-01-29,Ashwagandha,Herbal,135,20.67,2824.21,0.22,2,USA,Amazon,341132
2025-01-29,BCAA,Amino Acid,148,20.79,3116.31,0.14,1,UK,Amazon,343094
2025-01-29,Biotin,Vitamin,153,30.67,4683.66,0.2,1,UK,Amazon,506046
2025-01-29,Fish Oil,Omega,129,25.47,3343.46,0.07,0,Canada,Amazon,420191
2025-01-29,Iron Supplement,Mineral,153,37.47,5721.66,0.11,2,USA,Amazon,618283
2025-01-29,Magnesium,Mineral,150,28.25,4223.23,0.1,1,Canada,Amazon,466149
2025-01-29,Vitamin C,Vitamin,151,25.55,3869.32,0.13,2,USA,Amazon,421630
2025-01-29,Whey Protein,Protein,169,57.71,9775.72,0.15,0,Canada,Amazon,952152
2025-01-29,Zinc,Mineral,158,25.78,3942.26,0.1,1,Canada,Amazon,425309
2025-01-30,Ashwagandha,Herbal,135,20.01,2723.82,0.22,2,USA,Amazon,330094
2025-01-30,BCAA,Amino Acid,149,22.14,3343.38,0.14,1,UK,Amazon,365233
2025-01-30,Biotin,Vitamin,153,30.45,4652.1,0.2,1,UK,Amazon,502443
2025-01-30,Fish Oil,Omega,128,25.25,3295.55,0.06,0,Canada,Amazon,416635
2025-01-30,Iron Supplement,Mineral,152,37.49,5705.24,0.11,2,USA,Amazon,618594
2025-01-30,Magnesium,Mineral,150,30.12,4496.59,0.11,1,Canada,Amazon,497015
2025-01-30,Vitamin C,Vitamin,151,25.56,3861.88,0.13,2,USA,Amazon,421703
2025-01-30,Whey Protein,Protein,168,56.86,9615.44,0.15,0,Canada,Amazon,938261
2025-01-30,Zinc,Mineral,159,25.35,3887.61,0.1,1,Canada,Amazon,418255
2025-01-31,Ashwagandha,Herbal,135,19.34,2623.42,0.22,2,USA,Amazon,319057
2025-01-31,BCAA,Amino Acid,149,23.48,3570.45,0.13,1,UK,Amazon,387373
2025-01-31,Biotin,Vitamin,153,30.23,4620.54,0.2,1,UK,Amazon,498839
2025-01-31,Fish Oil,Omega,128,25.04,3247.63,0.06,0,Canada,Amazon,413079
2025-01-31,Iron Supplement,Mineral,152,37.51,5688.82,0.12,2,USA,Amazon,618906
2025-01-31,Magnesium,Mineral,149,31.99,4769.96,0.11,1,Canada,Amazon,527882
2025-01-31,Vitamin C,Vitamin,151,25.56,3854.44,0.12,2,USA,Amazon,421777
2025-01-31,Whey Protein,Protein,167,56.02,9455.15,0.15,0,Canada,Amazon,924369
2025-01-31,Zinc,Mineral,159,24.92,3832.97,0.09,2,Canada,Amazon,411200
2025-02-01,Ashwagandha,Herbal,134,18.67,2523.02,0.22,2,USA,Amazon,308020
2025-02-01,BCAA,Amino Acid,150,24.82,3797.53,0.13,1,UK,Amazon,409512
2025-02-01,Biotin,Vitamin,153,30.01,4588.99,0.2,1,UK,Amazon,495236
2025-02-01,Fish Oil,Omega,127,24.82,3199.72,0.05,0,Canada,Amazon,409523
2025-02-01,Iron Supplement,Mineral,151,37.53,5672.4,0.12,2,USA,Amazon,619217
2025-02-01,Magnesium,Mineral,149,33.86,5043.32,0.11,1,Canada,Amazon,558749
2025-02-01,Vitamin C,Vitamin,151,25.57,3847.0,0.12,2,USA,Amazon,421850
2025-02-01,Whey Protein,Protein,166,55.18,9294.86,0.14,0,Canada,Amazon,910478
2025-02-01,Zinc,Mineral,160,24.49,3778.32,0.09,2,Canada,Amazon,404146
2025-02-02,Ashwagandha,Herbal,134,18.0,2422.62,0.23,2,USA,Amazon,296982
2025-02-02,BCAA,Amino Acid,150,26.16,4024.6,0.13,1,UK,Amazon,431652
2025-02-02,Biotin,Vitamin,153,29.8,4557.43,0.2,1,UK,Amazon,491632
2025-02-02,Fish Oil,Omega,126,24.6,3151.8,0.05,0,Canada,Amazon,405967
2025-02-02,Iron Supplement,Mineral,151,37.55,5655.98,0.13,2,USA,Amazon,619528
2025-02-02,Magnesium,Mineral,149,35.73,5316.69,0.11,1,Canada,Amazon,589616
2025-02-02,Vitamin C,Vitamin,150,25.57,3839.55,0.12,2,USA,Amazon,421923
