Date,Product Name,Category,Units Sold,Price,Revenue,Discount,Units Returned,Location,Platform,Price (IDR)
2020-03-23,Green Tea Extract,Fat Burner,143,21.41,3061.63,0.06,1,Canada,Amazon,353265.0
2020-03-23,Iron Supplement,Mineral,159,12.89,2049.51,0.24,4,USA,Amazon,212685.0
2020-03-23,Electrolyte Powder,Hydration,151,13.78,2080.78,0.09,1,UK,Amazon,227370.0
2020-03-30,Vitamin C,Vitamin,135,41.8,5643.0,0.1,2,Canada,Amazon,689700.0
2020-03-30,Fish Oil,Omega,141,55.87,7877.67,0.07,1,USA,Amazon,921855.0
2020-03-30,Multivitamin,Vitamin,168,13.11,2202.48,0.04,0,UK,Amazon,216315.0
2020-03-30,Pre-Workout,Performance,155,16.71,2590.05,0.24,1,USA,Amazon,275715.0
2020-03-30,Creatine,Performance,162,37.33,6047.46,0.11,0,USA,Amazon,615945.0
2020-03-30,Zinc,Mineral,136,20.46,2782.56,0.01,2,USA,Amazon,337590.0
2020-03-30,Biotin,Vitamin,150,10.45,1567.5,0.09,3,UK,Amazon,172425.0
2020-03-30,Electrolyte Powder,Hydration,156,24.44,3812.64,0.1,3,USA,Amazon,403260.0
2020-04-06,Fish Oil,Omega,152,42.83,6510.16,0.06,0,USA,Amazon,706695.0
2020-04-06,Multivitamin,Vitamin,171,35.3,6036.3,0.06,0,USA,Amazon,582450.0
2020-04-06,Zinc,Mineral,147,33.82,4971.54,0.12,0,Canada,Amazon,558030.0
2020-04-06,Ashwagandha,Herbal,162,26.61,4310.82,0.17,2,Canada,Amazon,439065.0
2020-04-06,Biotin,Vitamin,147,16.39,2409.33,0.19,0,UK,Amazon,270435.0
2020-04-06,Iron Supplement,Mineral,143,21.52,3077.36,0.0,2,USA,Amazon,355080.0
2020-04-13,Multivitamin,Vitamin,151,18.37,2773.87,0.2,2,USA,Amazon,303105.0
2020-04-13,Pre-Workout,Performance,178,23.27,4142.06,0.15,1,USA,Amazon,383955.0
2020-04-13,Zinc,Mineral,149,44.73,6664.77,0.18,3,Canada,Amazon,738045.0
2020-04-13,Collagen Peptides,Protein,142,19.76,2805.92,0.09,1,USA,Amazon,326040.0
2020-04-13,Biotin,Vitamin,123,45.92,5648.16,0.22,0,UK,Amazon,757680.0
2020-04-13,Green Tea Extract,Fat Burner,162,29.83,4832.46,0.03,3,USA,Amazon,492195.0
2020-04-20,Multivitamin,Vitamin,148,26.62,3939.76,0.01,1,USA,Amazon,439230.0
2020-04-20,Magnesium,Mineral,149,24.37,3631.13,0.16,4,USA,Amazon,402105.0
2020-04-20,Ashwagandha,Herbal,154,13.78,2122.12,0.24,1,Canada,Amazon,227370.0
2020-04-20,Melatonin,Sleep Aid,130,41.18,5353.4,0.16,0,USA,Amazon,679470.0
2020-04-20,Biotin,Vitamin,141,45.33,6391.53,0.15,1,UK,Amazon,747945.0
2020-04-20,Green Tea Extract,Fat Burner,141,53.3,7515.3,0.24,0,UK,Amazon,879450.0
2020-04-20,Electrolyte Powder,Hydration,157,10.77,1690.89,0.15,1,UK,Amazon,177705.0
2020-04-27,Whey Protein,Protein,148,29.95,4432.6,0.21,0,USA,Amazon,494175.0
2020-04-27,Creatine,Performance,159,43.64,6938.76,0.02,4,Canada,Amazon,720060.0
2020-05-04,Creatine,Performance,156,52.94,8258.64,0.19,1,Canada,Amazon,873510.0
2020-05-04,Biotin,Vitamin,154,30.79,4741.66,0.11,1,USA,Amazon,508035.0
2020-05-04,Electrolyte Powder,Hydration,133,17.14,2279.62,0.17,0,USA,Amazon,282810.0
2020-05-11,Vitamin C,Vitamin,127,38.03,4829.81,0.16,2,USA,Amazon,627495.0
2020-05-11,Multivitamin,Vitamin,163,34.25,5582.75,0.08,3,Canada,Amazon,565125.0
2020-05-11,Pre-Workout,Performance,148,52.75,7807.0,0.22,1,Canada,Amazon,870375.0
2020-05-11,Ashwagandha,Herbal,158,20.88,3299.04,0.17,1,Canada,Amazon,344520.0
2020-05-18,Fish Oil,Omega,138,44.81,6183.78,0.1,2,Canada,Amazon,739365.0
2020-05-18,BCAA,Amino Acid,157,39.77,6243.89,0.07,2,UK,Amazon,656205.0
2020-05-18,Zinc,Mineral,157,31.62,4964.34,0.01,1,Canada,Amazon,521730.0
2020-05-18,Melatonin,Sleep Aid,144,50.33,7247.52,0.21,6,USA,Amazon,830445.0
2020-05-18,Iron Supplement,Mineral,140,48.22,6750.8,0.16,2,Canada,Amazon,795630.0
2020-05-25,Whey Protein,Protein,160,45.37,7259.2,0.1,1,UK,Amazon,748605.0
2020-05-25,Fish Oil,Omega,162,39.66,6424.92,0.01,1,Canada,Amazon,654390.0
2020-05-25,Multivitamin,Vitamin,156,28.66,4470.96,0.24,0,UK,Amazon,472890.0
2020-05-25,Pre-Workout,Performance,150,44.86,6729.0,0.16,1,Canada,Amazon,740190.0
2020-05-25,Zinc,Mineral,161,44.98,7241.78,0.21,3,UK,Amazon,742170.0
2020-05-25,Collagen Peptides,Protein,150,17.68,2652.0,0.14,1,UK,Amazon,291720.0
2020-05-25,Melatonin,Sleep Aid,139,54.3,7547.7,0.05,2,USA,Amazon,895950.0
2020-05-25,Iron Supplement,Mineral,130,13.55,1761.5,0.05,0,Canada,Amazon,223575.0
2020-05-25,Electrolyte Powder,Hydration,149,15.05,2242.45,0.04,0,UK,Amazon,248325.0
2020-06-01,Multivitamin,Vitamin,136,34.23,4655.28,0.08,1,Canada,Amazon,564795.0
2020-06-01,Pre-Workout,Performance,162,39.03,6322.86,0.13,0,USA,Amazon,643995.0
2020-06-01,Ashwagandha,Herbal,149,28.07,4182.43,0.21,1,Canada,Amazon,463155.0
2020-06-01,Electrolyte Powder,Hydration,137,24.29,3327.73,0.23,4,USA,Amazon,400785.0
2020-06-08,Whey Protein,Protein,152,28.73,4366.96,0.2,1,UK,Amazon,474045.0
2020-06-08,Fish Oil,Omega,156,20.91,3261.96,0.22,1,USA,Amazon,345015.0
2020-06-08,Ashwagandha,Herbal,150,12.51,1876.5,0.01,1,Canada,Amazon,206415.0
2020-06-08,Melatonin,Sleep Aid,148,18.03,2668.44,0.01,1,UK,Amazon,297495.0
2020-06-08,Green Tea Extract,Fat Burner,142,28.99,4116.58,0.2,1,USA,Amazon,478335.0
2020-06-08,Iron Supplement,Mineral,159,48.64,7733.76,0.06,2,Canada,Amazon,802560.0
2020-06-15,Fish Oil,Omega,143,57.36,8202.48,0.22,2,Canada,Amazon,946440.0
2020-06-15,Collagen Peptides,Protein,148,22.33,3304.84,0.12,2,USA,Amazon,368445.0
2020-06-22,Vitamin C,Vitamin,152,54.92,8347.84,0.1,1,UK,Amazon,906180.0
2020-06-22,Creatine,Performance,148,12.52,1852.96,0.01,2,UK,Amazon,206580.0
2020-06-22,Zinc,Mineral,148,40.7,6023.6,0.06,2,UK,Amazon,671550.0
2020-06-29,Vitamin C,Vitamin,141,27.74,3911.34,0.1,2,Canada,Amazon,457710.0
2020-06-29,Fish Oil,Omega,156,29.76,4642.56,0.05,0,USA,Amazon,491040.0
2020-06-29,Multivitamin,Vitamin,163,30.96,5046.48,0.04,3,USA,Amazon,510840.0
2020-06-29,Magnesium,Mineral,141,34.2,4822.2,0.13,1,Canada,Amazon,564300.0
2020-06-29,Ashwagandha,Herbal,153,11.96,1829.88,0.07,0,UK,Amazon,197340.0
2020-06-29,Melatonin,Sleep Aid,146,27.29,3984.34,0.17,2,UK,Amazon,450285.0
2020-06-29,Electrolyte Powder,Hydration,136,30.91,4203.76,0.19,3,Canada,Amazon,510015.0
2020-07-06,Fish Oil,Omega,140,56.32,7884.8,0.1,0,USA,Amazon,929280.0
2020-07-06,Creatine,Performance,145,12.53,1816.85,0.11,3,USA,Amazon,206745.0
2020-07-06,Biotin,Vitamin,145,43.98,6377.1,0.01,0,USA,Amazon,725670.0
2020-07-06,Electrolyte Powder,Hydration,140,51.3,7182.0,0.17,2,USA,Amazon,846450.0
2020-07-13,Pre-Workout,Performance,165,56.72,9358.8,0.17,3,UK,Amazon,935880.0
2020-07-13,Creatine,Performance,142,48.27,6854.34,0.06,3,UK,Amazon,796455.0
2020-07-13,Melatonin,Sleep Aid,125,40.3,5037.5,0.21,0,Canada,Amazon,664950.0
2020-07-13,Iron Supplement,Mineral,155,37.41,5798.55,0.04,1,USA,Amazon,617265.0
2020-07-20,Vitamin C,Vitamin,158,36.27,5730.66,0.17,3,UK,Amazon,598455.0
2020-07-20,Fish Oil,Omega,161,43.98,7080.78,0.24,1,Canada,Amazon,725670.0
2020-07-20,Multivitamin,Vitamin,139,41.69,5794.91,0.15,0,USA,Amazon,687885.0
2020-07-20,Pre-Workout,Performance,158,43.25,6833.5,0.14,1,Canada,Amazon,713625.0
2020-07-20,BCAA,Amino Acid,134,51.58,6911.72,0.23,2,Canada,Amazon,851070.0
2020-07-20,Creatine,Performance,132,46.45,6131.4,0.19,0,UK,Amazon,766425.0
2020-07-20,Magnesium,Mineral,146,29.44,4298.24,0.06,0,USA,Amazon,485760.0
2020-07-20,Ashwagandha,Herbal,143,18.84,2694.12,0.25,1,USA,Amazon,310860.0
2020-07-20,Iron Supplement,Mineral,157,47.67,7484.19,0.22,1,USA,Amazon,786555.0
2020-07-27,Multivitamin,Vitamin,140,51.0,7140.0,0.01,1,USA,Amazon,841500.0
2020-07-27,Pre-Workout,Performance,157,25.39,3986.23,0.15,3,Canada,Amazon,418935.0
2020-07-27,Collagen Peptides,Protein,157,43.78,6873.46,0.1,2,Canada,Amazon,722370.0
2020-07-27,Ashwagandha,Herbal,153,28.89,4420.17,0.02,1,USA,Amazon,476685.0
2020-07-27,Biotin,Vitamin,145,15.76,2285.2,0.22,1,USA,Amazon,260040.0
2020-07-27,Iron Supplement,Mineral,155,17.57,2723.35,0.12,2,USA,Amazon,289905.0
2020-08-03,BCAA,Amino Acid,155,49.17,7621.35,0.07,4,Canada,Amazon,811305.0
2020-08-03,Creatine,Performance,134,58.55,7845.7,0.04,2,UK,Amazon,966075.0
2020-08-03,Zinc,Mineral,119,35.81,4261.39,0.15,3,USA,Amazon,590865.0
2020-08-03,Magnesium,Mineral,162,16.61,2690.82,0.11,2,Canada,Amazon,274065.0
2020-08-03,Ashwagandha,Herbal,146,39.97,5835.62,0.23,1,USA,Amazon,659505.0
2020-08-03,Melatonin,Sleep Aid,139,12.42,1726.38,0.21,2,Canada,Amazon,204930.0
2020-08-03,Iron Supplement,Mineral,151,21.02,3174.02,0.16,2,Canada,Amazon,346830.0
2020-08-10,Fish Oil,Omega,150,29.14,4371.0,0.21,0,UK,Amazon,480810.0
2020-08-10,Ashwagandha,Herbal,144,14.92,2148.48,0.24,2,UK,Amazon,246180.0
2020-08-10,Biotin,Vitamin,137,43.88,6011.56,0.14,1,Canada,Amazon,724020.0
2020-08-10,Iron Supplement,Mineral,166,21.23,3524.18,0.1,1,USA,Amazon,350295.0
2020-08-17,BCAA,Amino Acid,152,47.11,7160.72,0.01,1,UK,Amazon,777315.0
2020-08-17,Zinc,Mineral,162,40.51,6562.62,0.12,0,Canada,Amazon,668415.0
2020-08-17,Collagen Peptides,Protein,141,39.96,5634.36,0.13,1,USA,Amazon,659340.0
2020-08-24,Vitamin C,Vitamin,162,42.47,6880.14,0.17,3,UK,Amazon,700755.0
2020-08-24,Fish Oil,Omega,173,17.69,3060.37,0.22,1,Canada,Amazon,291885.0
2020-08-24,Multivitamin,Vitamin,152,43.95,6680.4,0.23,6,UK,Amazon,725175.0
2020-08-24,BCAA,Amino Acid,168,21.03,3533.04,0.03,3,UK,Amazon,346995.0
2020-08-24,Ashwagandha,Herbal,150,31.37,4705.5,0.16,2,USA,Amazon,517605.0
2020-08-24,Biotin,Vitamin,170,47.56,8085.2,0.22,3,USA,Amazon,784740.0
2020-08-31,Vitamin C,Vitamin,150,25.6,3840.0,0.2,3,USA,Amazon,422400.0
2020-08-31,Fish Oil,Omega,144,47.59,6852.96,0.2,4,UK,Amazon,785235.0
2020-08-31,Multivitamin,Vitamin,143,16.58,2370.94,0.18,2,UK,Amazon,273570.0
2020-08-31,Pre-Workout,Performance,156,53.65,8369.4,0.04,0,UK,Amazon,885225.0
2020-08-31,BCAA,Amino Acid,158,52.45,8287.1,0.1,0,Canada,Amazon,865425.0
2020-08-31,Biotin,Vitamin,151,28.46,4297.46,0.09,1,USA,Amazon,469590.0
2020-08-31,Electrolyte Powder,Hydration,147,19.79,2909.13,0.21,2,Canada,Amazon,326535.0
2020-09-07,Whey Protein,Protein,147,22.83,3356.01,0.19,1,UK,Amazon,376695.0
2020-09-07,Multivitamin,Vitamin,164,18.39,3015.96,0.03,0,USA,Amazon,303435.0
2020-09-07,Collagen Peptides,Protein,165,10.5,1732.5,0.19,1,USA,Amazon,173250.0
2020-09-07,Biotin,Vitamin,140,13.41,1877.4,0.05,1,USA,Amazon,221265.0
2020-09-07,Green Tea Extract,Fat Burner,142,28.84,4095.28,0.22,3,USA,Amazon,475860.0
2020-09-07,Iron Supplement,Mineral,150,15.34,2301.0,0.24,0,USA,Amazon,253110.0
2020-09-07,Electrolyte Powder,Hydration,142,26.02,3694.84,0.04,2,Canada,Amazon,429330.0
2020-09-14,Whey Protein,Protein,133,16.19,2153.27,0.02,3,USA,Amazon,267135.0
2020-09-14,Collagen Peptides,Protein,118,57.78,6818.04,0.24,1,USA,Amazon,953370.0
2020-09-14,Magnesium,Mineral,120,29.61,3553.2,0.24,0,UK,Amazon,488565.0
2020-09-14,Ashwagandha,Herbal,160,59.06,9449.6,0.1,2,Canada,Amazon,974490.0
2020-09-14,Melatonin,Sleep Aid,144,19.6,2822.4,0.04,3,USA,Amazon,323400.0
2020-09-14,Biotin,Vitamin,171,41.27,7057.17,0.2,0,USA,Amazon,680955.0
2020-09-21,Vitamin C,Vitamin,137,54.18,7422.66,0.09,2,Canada,Amazon,893970.0
2020-09-21,Multivitamin,Vitamin,129,24.9,3212.1,0.02,3,Canada,Amazon,410850.0
2020-09-21,BCAA,Amino Acid,138,37.33,5151.54,0.22,1,USA,Amazon,615945.0
2020-09-21,Biotin,Vitamin,164,49.7,8150.8,0.24,2,USA,Amazon,820050.0
2020-09-21,Iron Supplement,Mineral,146,32.52,4747.92,0.19,1,UK,Amazon,536580.0
2020-09-28,Vitamin C,Vitamin,147,54.9,8070.3,0.13,2,Canada,Amazon,905850.0
2020-09-28,Fish Oil,Omega,141,16.17,2279.97,0.05,0,UK,Amazon,266805.0
2020-09-28,Multivitamin,Vitamin,140,51.95,7273.0,0.14,0,UK,Amazon,857175.0
2020-09-28,Pre-Workout,Performance,158,46.56,7356.48,0.19,4,Canada,Amazon,768240.0
2020-09-28,BCAA,Amino Acid,153,42.42,6490.26,0.02,3,UK,Amazon,699930.0
2020-09-28,Melatonin,Sleep Aid,148,45.96,6802.08,0.23,1,USA,Amazon,758340.0
2020-09-28,Biotin,Vitamin,141,46.3,6528.3,0.03,1,UK,Amazon,763950.0
2020-10-05,Vitamin C,Vitamin,130,42.92,5579.6,0.11,1,USA,Amazon,708180.0
2020-10-05,Creatine,Performance,149,13.74,2047.26,0.03,3,USA,Amazon,226710.0
2020-10-05,Melatonin,Sleep Aid,144,15.33,2207.52,0.09,0,Canada,Amazon,252945.0
2020-10-12,Magnesium,Mineral,170,51.48,8751.6,0.03,4,USA,Amazon,849420.0
2020-10-12,Ashwagandha,Herbal,156,56.91,8877.96,0.07,1,Canada,Amazon,939015.0
2020-10-12,Electrolyte Powder,Hydration,154,47.12,7256.48,0.06,0,USA,Amazon,777480.0
2020-10-19,Multivitamin,Vitamin,156,28.41,4431.96,0.24,1,UK,Amazon,468765.0
2020-10-19,Collagen Peptides,Protein,152,58.59,8905.68,0.13,1,USA,Amazon,966735.0
2020-10-19,Magnesium,Mineral,149,25.25,3762.25,0.05,0,USA,Amazon,416625.0
2020-10-19,Green Tea Extract,Fat Burner,122,46.02,5614.44,0.07,0,UK,Amazon,759330.0
2020-10-26,Vitamin C,Vitamin,168,40.75,6846.0,0.23,4,USA,Amazon,672375.0
2020-10-26,Pre-Workout,Performance,124,14.13,1752.12,0.04,1,UK,Amazon,233145.0
2020-10-26,Collagen Peptides,Protein,148,46.66,6905.68,0.25,1,USA,Amazon,769890.0
2020-10-26,Magnesium,Mineral,151,30.28,4572.28,0.04,4,Canada,Amazon,499620.0
2020-10-26,Green Tea Extract,Fat Burner,161,49.7,8001.7,0.14,1,UK,Amazon,820050.0
2020-10-26,Iron Supplement,Mineral,162,21.22,3437.64,0.13,1,UK,Amazon,350130.0
2020-11-02,Whey Protein,Protein,135,53.4,7209.0,0.15,2,Canada,Amazon,881100.0
2020-11-02,Creatine,Performance,148,59.17,8757.16,0.06,2,Canada,Amazon,976305.0
2020-11-02,Collagen Peptides,Protein,153,20.55,3144.15,0.21,0,Canada,Amazon,339075.0
2020-11-02,Ashwagandha,Herbal,128,27.39,3505.92,0.16,1,USA,Amazon,451935.0
2020-11-02,Green Tea Extract,Fat Burner,140,25.85,3619.0,0.07,1,USA,Amazon,426525.0
2020-11-02,Iron Supplement,Mineral,164,44.36,7275.04,0.08,0,UK,Amazon,731940.0
2020-11-02,Electrolyte Powder,Hydration,157,30.46,4782.22,0.08,2,UK,Amazon,502590.0
2020-11-09,Whey Protein,Protein,160,50.58,8092.8,0.07,1,Canada,Amazon,834570.0
2020-11-09,Multivitamin,Vitamin,142,26.69,3789.98,0.14,3,Canada,Amazon,440385.0
2020-11-09,Pre-Workout,Performance,152,35.94,5462.88,0.01,1,Canada,Amazon,593010.0
2020-11-09,BCAA,Amino Acid,150,19.09,2863.5,0.13,1,Canada,Amazon,314985.0
2020-11-09,Creatine,Performance,141,16.66,2349.06,0.23,3,UK,Amazon,274890.0
2020-11-09,Zinc,Mineral,158,48.79,7708.82,0.2,2,UK,Amazon,805035.0
2020-11-09,Green Tea Extract,Fat Burner,163,13.76,2242.88,0.03,0,UK,Amazon,227040.0
2020-11-09,Iron Supplement,Mineral,141,23.0,3243.0,0.1,3,USA,Amazon,379500.0
2020-11-16,Vitamin C,Vitamin,142,11.23,1594.66,0.17,2,Canada,Amazon,185295.0
2020-11-16,Creatine,Performance,143,13.3,1901.9,0.24,1,Canada,Amazon,219450.0
2020-11-16,Melatonin,Sleep Aid,140,19.62,2746.8,0.03,3,Canada,Amazon,323730.0
2020-11-23,Whey Protein,Protein,144,39.82,5734.08,0.07,0,UK,Amazon,657030.0
2020-11-23,Pre-Workout,Performance,154,45.16,6954.64,0.21,0,Canada,Amazon,745140.0
2020-11-23,BCAA,Amino Acid,159,24.31,3865.29,0.16,1,USA,Amazon,401115.0
2020-11-23,Creatine,Performance,181,38.99,7057.19,0.04,2,UK,Amazon,643335.0
2020-11-23,Magnesium,Mineral,155,17.84,2765.2,0.17,2,UK,Amazon,294360.0
2020-11-23,Ashwagandha,Herbal,160,32.4,5184.0,0.1,5,USA,Amazon,534600.0
2020-11-23,Melatonin,Sleep Aid,142,27.73,3937.66,0.14,1,UK,Amazon,457545.0
2020-11-23,Biotin,Vitamin,170,54.79,9314.3,0.03,2,UK,Amazon,904035.0
2020-11-23,Green Tea Extract,Fat Burner,169,58.42,9872.98,0.11,4,Canada,Amazon,963930.0
2020-11-23,Iron Supplement,Mineral,156,19.42,3029.52,0.08,0,USA,Amazon,320430.0
2020-11-30,Fish Oil,Omega,156,41.44,6464.64,0.07,0,Canada,Amazon,683760.0
2020-11-30,Multivitamin,Vitamin,148,38.47,5693.56,0.21,5,Canada,Amazon,634755.0
2020-11-30,Creatine,Performance,170,41.53,7060.1,0.11,1,UK,Amazon,685245.0
