Date,Product Name,Category,Units Sold,Price,Revenue,Discount,Units Returned,Location,Platform,Price (IDR)
2020-02-02,Zinc,Mineral,183,36.7,6685.96,0.08,3,Canada,Amazon,605629
2020-02-03,Ashwagandha,Herbal,135,19.21,2593.35,0.22,2,UK,Amazon,316965
2020-02-03,BCAA,Amino Acid,138,23.32,3188.83,0.14,1,UK,Amazon,384780
2020-02-03,Biotin,Vitamin,162,58.36,9454.32,0.1,5,UK,Amazon,962940
2020-02-03,Fish Oil,Omega,138,18.24,2517.12,0.08,2,UK,Amazon,300960
2020-02-03,Iron Supplement,Mineral,136,37.99,5166.64,0.13,2,USA,Amazon,626835
2020-02-03,Magnesium,Mineral,151,44.79,6763.29,0.2,1,Canada,Amazon,739035
2020-02-03,Vitamin C,Vitamin,152,35.63,5415.76,0.2,1,UK,Amazon,587895
2020-02-03,Whey Protein,Protein,141,26.79,3767.54,0.01,0,Canada,Amazon,442035
2020-02-03,Zinc,Mineral,184,36.17,6655.28,0.07,3,Canada,Amazon,596805
2020-02-04,Ashwagandha,Herbal,136,19.92,2712.55,0.21,2,USA,Amazon,328639
2020-02-04,BCAA,Amino Acid,137,23.74,3235.97,0.14,1,UK,Amazon,391710
2020-02-04,Biotin,Vitamin,162,57.74,9342.33,0.1,5,UK,Amazon,952728
2020-02-04,Fish Oil,Omega,139,22.15,3095.59,0.1,2,Canada,Amazon,365451
2020-02-04,Iron Supplement,Mineral,137,39.32,5403.92,0.13,2,USA,Amazon,648756
2020-02-04,Magnesium,Mineral,151,44.11,6668.61,0.2,1,Canada,Amazon,727862
2020-02-04,Vitamin C,Vitamin,154,34.52,5291.52,0.19,1,USA,Amazon,569651
2020-02-04,Whey Protein,Protein,141,26.8,3782.61,0.01,0,Canada,Amazon,442176
2020-02-04,Zinc,Mineral,180,36.09,6493.48,0.07,3,Canada,Amazon,595532
2020-02-05,Ashwagandha,Herbal,136,20.62,2831.76,0.21,2,USA,Amazon,340312
2020-02-05,BCAA,Amino Acid,137,24.16,3283.12,0.15,1,UK,Amazon,398640
2020-02-05,Biotin,Vitamin,161,57.12,9230.34,0.1,5,UK,Amazon,942515
2020-02-05,Fish Oil,Omega,140,26.06,3674.06,0.12,1,Canada,Amazon,429943
2020-02-05,Iron Supplement,Mineral,138,40.65,5641.19,0.13,2,USA,Amazon,670678
2020-02-05,Magnesium,Mineral,151,43.44,6573.93,0.19,1,Canada,Amazon,716689
2020-02-05,Vitamin C,Vitamin,155,33.42,5167.28,0.18,2,USA,Amazon,551406
2020-02-05,Whey Protein,Protein,142,26.81,3797.69,0.01,0,Canada,Amazon,442318
2020-02-05,Zinc,Mineral,176,36.02,6331.67,0.07,2,Canada,Amazon,594259
2020-02-06,Ashwagandha,Herbal,137,21.33,2950.96,0.2,2,USA,Amazon,351986
2020-02-06,BCAA,Amino Acid,136,24.58,3330.26,0.15,1,UK,Amazon,405570
2020-02-06,Biotin,Vitamin,161,56.5,9118.35,0.09,5,UK,Amazon,932303
2020-02-06,Fish Oil,Omega,141,29.97,4252.53,0.14,1,Canada,Amazon,494434
2020-02-06,Iron Supplement,Mineral,139,41.98,5878.47,0.12,2,USA,Amazon,692599
2020-02-06,Magnesium,Mineral,152,42.76,6479.24,0.19,1,Canada,Amazon,705516
2020-02-06,Vitamin C,Vitamin,157,32.31,5043.04,0.17,2,USA,Amazon,533162
2020-02-06,Whey Protein,Protein,142,26.82,3812.76,0.01,0,Canada,Amazon,442459
2020-02-06,Zinc,Mineral,172,35.94,6169.87,0.07,2,Canada,Amazon,592986
2020-02-07,Ashwagandha,Herbal,137,22.04,3070.16,0.19,2,USA,Amazon,363660
2020-02-07,BCAA,Amino Acid,136,25.0,3377.41,0.16,0,UK,Amazon,412500
2020-02-07,Biotin,Vitamin,161,55.88,9006.36,0.09,4,UK,Amazon,922091
2020-02-07,Fish Oil,Omega,141,33.87,4830.99,0.15,1,Canada,Amazon,558926
2020-02-07,Iron Supplement,Mineral,140,43.3,6115.74,0.12,1,USA,Amazon,714521
2020-02-07,Magnesium,Mineral,152,42.08,6384.56,0.19,1,Canada,Amazon,694344
2020-02-07,Vitamin C,Vitamin,158,31.21,4918.79,0.15,2,USA,Amazon,514918
